customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0018-NYROU,Femae,0.0,Yes,No,5.0,Yes,No,Fiber optic,oN,No,No,No,No,No,Month-to-month,,Electronic check,68.95,351.5,0
7501-VTYLJ,Female,0.0,No,Yes,2.0,Yes,No,DSL,No,Yes,oN,No,No,No,Month-to-month,,Mailed check,51.55,106.2,0
7608-RGIRO,Male,0.0,No,Yes,62.0,Yes,,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413,0
0480-BIXDE,Female,0.0,Ye,No,19.0,Yes,No,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,0
5895-QSXOD,Mle,0.0,No,oN,9.0,Yes,No,Fiber optic,No,No,No,No,No,No,,No,,70.05,657.5,0
9814-AOUDH,Male,0.0,No,No,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,,Two year,No,Credit card (automatic),,1050.5,0
6175-IRFIT,,0.0,No,No,5.0,Yes,No,Fiber optic,No,No,NO,No,No,Yes,,No,Mailed check,78.75,426.35,0
8760-ZRHKE,Female,1.0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,0
1622-HSHSF,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Month-to-month,Yse,Mailed check,19.55,,0
8854-CCVSQ,Male,0.0,No,No,18.0,Yes,Yes,Fiber optic,No,Yes,,No,,No,Month-to-month,Yes,Electronic check,80.65,1451.9,1
6749-UTDVX,Male,0.0,No,No,,Yes,Yes,Fiber optic,No,Yes,,No,Yes,Yes,Two year,Yes,Electonic check,,7634.8,0
5542-DHSXL,Female,0.0,Yes,No,4.0,Yes,No,DSL,Yes,Yes,No,No,,No,Month-to-month,No,MAILED CHECK,54.7,25.05,0
9102-OXKFY,Male,0.0,No,No,59.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,0
0511-JTEOY,Female,0.0,No,No,1.0,Yes,,Fiber optic,,oN,,No,No,No,Month-to-month,,Mailed check,71.1,71.1,1
5216-WASFJ,Female,1.0,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,0
7808-DVWEP,Male,0.0,Yes,No,3.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,,,Bank transfer (automatic),20.0,49.65,0
7067-KSAZT,Female,1.0,,No,65.0,Yes,,,No,Yes,Yes,No,Yes,,One year,Yes,Electronic check,106.25,,1
2284-VFLKH,Male,0.0,Yes,No,49.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),,4920.8,0
0366-NQSHS,Male,0.0,No,,2.0,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,No,Mailed check,19.35,4635,0
6532-YLWSI,Female,0.0,Yes,No,53.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,1
3807-BPOMJ,Female,0.0,Yes,No,55.0,Yes,oN,Fiber optic,Yes,No,No,No,,,One year,Yes,Electronic check,94.75,5276.1,0
3892-NXAZG,Male,0.0,Yes,Yes,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,,Credit crad (automatic),114.05,8289.2,0
4948-WBBKL,Female,1.0,No,No,36.0,Yes,Yes,,oN,No,No,No,No,No,Month-to-month,Yes,,74.9,2659.45,0
4182-BGSIQ,,0.0,Yes,Yes,,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,0
9300-AGZNL,Male,1.0,No,,1.0,Yes,Ys,Fiber optic,No,oN,oN,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94,1
0988-AADSA,Female,0.0,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,,,,80.85,5824.75,0
9972-NKTFD,,0.0,No,,28.0,Yes,No,DSL,No,,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,0
3717-LNXKW,Male,0.0,Yes,No,38.0,Yes,Yes,Fiber optic,Yes,,No,No,Yes,No,Monh-to-month,No,Banktransfer (automatic),,,0
5734-EJKXG,Female,0.0,No,No,61.0,Yes,Yes,Fiber optic,Yes,Yes,,Yes,Yes,,One year,eYs,,118.6,7365.7,0
2207-RYYRL,Male,18.37901514654594,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Mailed check,1747.6492963913934,,0
6729-FZWSY,Male,0.0,oN,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,Mailed check,19.45,1195.95,0
9695-IDRZR,Female,,No,Yes,,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,0
8144-DGHXP,Female,0.0,No,No,54.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,NO,,80.6,4299.95,0
7814-LEEVE,Female,0.0,Yes,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0
1112-CUNAO,Female,1.0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,1
5175-AOBHI,Female,0.0,No,No,4.0,Yes,No,DSL,No,No,No,oN,,No,Month-to-month,Yes,Mailed check,46.0,193.6,1
5174-RNGBH,Female,0.0,,No,9.0,Yes,No,,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,1
8631-WUXGY,Female,0.0,No,Yes,46.0,Yes,No,,No,Yes,Yes,,,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,0
7270-BDIOA,Female,0.0,No,No,22.0,Yes,Yes,Fiber optic,No,oN,No,Yes,eYs,No,Month-to-month,Yes,Electronic hceck,90.0,1993.8,1
9565-JSNFM,Male,0.0,No,No,38.0,Yes,No,Fiber optic,oN,No,No,No,,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,1
5906-DVAPM,Female,0.0,Yes,,55.0,Yes,Yes,DSL,,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,0
6654-QGBZZ,Female,0.0,No,No,1.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,19.9,19.9,0
8348-JLBUG,Male,1.0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,0
0607-DAAHE,Male,0.0,NO,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,1
5641-DMBFJ,Female,0.0,Yes,No,58.0,Yes,,DSL,Yes,NO,Yes,Yes,Yes,Yes,,Yes,Electronic check,84.3,4916.4,0
9200-NLNPD,Male,0.0,Yes,,56.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,0
2664-XJZNO,Male,0.0,Yes,Yes,72.0,Yes,No,Fiber optic,es,,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,7559.55,0
9732-KPKBW,Male,0.0,No,No,1.0,Yes,No,DSL,Yes,No,No,Ye,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,1
3339-EAQNV,Male,1.0,Yes,No,,Yes,Yes,Fiber optic,,YES,No,,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,0
0921-OHLVP,Male,0.0,No,No,,Yes,Yes,,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,0
3389-YGYAI,FEMALE,1.0,No,,8.0,Yes,Yes,Fber optic,No,Yes,,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1
9560-ARGQJ,Female,0.0,No,Yes,16.0,Yes,No,Fiber optic,No,No,No,,Yes,oN,Month-to-month,Yes,Electronic check,81.0,1312.15,1
8350-NYMVI,Female,0.0,No,No,39.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,,No,Bank transfer (automatic),41.1,1597.05,0
1600-DILPE,Female,0.0,oN,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,,45.0,524.35,0
0536-ESJEP,Male,0.0,,No,54.0,Yes,No,DSL,Yes,es,No,oN,Yes,,Two year,Yes,Bank transfer (automatic),74.55,,0
4654-GGUII,Female,0.0,No,No,18.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,0
6478-HRRCZ,Male,0.0,Yes,No,32.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,0
8510-BBWMU,Female,0.0,No,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,0
6857-TKDJV,Male,0.0,Yes,Yes,67.0,Yes,Yes,No,No internet service,No itnernet service,No internet service,No internet service,No internet service,No internet service,,No,Bank transfer (automatic),,1620.45,0
2360-RDGRO,Male,0.0,Yes,No,,Yes,Yes,Fiber optic,Yes,No,Yes,No,,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,0
0584-BJQGZ,Female,0.0,ON,No,25.0,Yes,Yes,DSL,Yes,Yes,,,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,,0
5134-IKDAY,,0.0,Yes,Yes,1.0,Yes,No,,,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1
1360-XFJMR,Female,0.0,Yes,No,67.0,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,0
3070-DVEYC,Male,1.0,No,No,7.0,Yes,Yes,Fiber optic,,No,No,No,No,,Month-to-month,No,Mailed check,73.75,545.15,1
5730-RIITO,Female,1.0,No,No,43.0,No,No phone service,,Yes,Yes,No,No,No,No,Month-to-moth,Yes,Credit card (automatic),,1500.25,0
9058-MJLZC,Female,0.0,No,No,24.0,Yes,No,Fiber optic,Ye,No,No,No,Yes,Yes,Month-to-month,,Electronic check,,2283.15,0
5707-ORNDZ,Male,1.0,No,No,9.0,Yes,,DSL,,No,No,No,No,No,,No,Electronic check,54.55,494.05,1
0902-XKXPN,Male,0.0,es,Yes,69.0,Yes,No,No,,No internet service,No internet service,,,No internet service,Two year,No,Bank transfer (automatic),20.2,176.5,0
5177-RVZNU,Female,0.0,NO,Yes,37.0,Yes,No,No,No internet service,No internet service,No internet service,N ointernet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,0
0056-EPFBG,Male,0.0,Yes,Yes,20.0,No,No phone service,DSL,Yes,No,,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,0
8993-IZEUX,,0.0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Monht-to-month,,Bank transfer (automatic),69.15,488.65,0
8696-JKZNU,FEMALE,1.0,No,No,37.0,Yes,Yes,Fibre optic,,No,No,,No,No,Month-tom-onth,Yes,Electronic check,76.25,2841.55,1
5380-AFSSK,Female,0.0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,,1
8190-ZTQFB,Male,0.0,No,No,41.0,No,,DSL,No,No,Yes,,Yes,Yes,,Yes,Electronic check,51.35,2075.1,0
0931-MHTEM,Female,0.0,No,No,54.0,Yes,No,Fiber optic,Yes,Yes,,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,0
2055-PDADH,Female,1.0,No,No,3.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2206.1492963913934,204.7,1
7515-LODFU,Male,1.0,No,No,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,,0
0440-UEDAI,,0.0,No,No,53.0,Yes,,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,0
1337-BOZWO,,0.0,Yes,Yes,18.0,No,No phone service,DSL,NO,Yes,Yes,No,Yes,No,One year,oN,Credit card (automatic),46.4,812.4,0
0868-VJRDR,Male,0.0,Yes,No,64.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,0
8714-EUHJO,Female,,Yes,Yes,,Yes,Yes,Fiber optic,,Yes,No,No,No,Yes,,Yes,Electronic check,,9295.45,1
6344-SFJVH,Female,0.0,No,No,20.0,No,,DSL,No,No,No,No,No,,Month-to-month,No,Credit card (automatic),24.9,505.95,0
3950-VPYJB,Male,0.0,Yes,Yes,57.0,Yes,,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,,3509.4,0
8041-TMEID,,1.0,Yes,,63.0,Yes,,Fiber optic,Yes,Yes,Yes,No,es,Yes,Two year,No,Credit card (automatic),108.5,6991.9,0
7321-ZNSLA,Male,0.0,Yes,Yes,13.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,0
6941-KXRRV,Female,1.0,Yes,,,Yes,No,DSL,No,Yes,No,,No,Yes,One year,Yes,Bank transfer (automatic),,2789.7,0
3721-CNEYS,Feale,0.0,No,No,2.0,Yes,No,Fiber optic,No,,No,No,,No,Month-to-month,Yes,Electronic check,70.95,137.95,1
8727-JQFHV,MALE,18.37901514654594,,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No intrnet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,0
9475-NNDGC,Male,0.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,,One year,Yes,Bank transfer (automatic),113.15,7953.25,0
1355-KUSBG,Female,0.0,Yes,,7.0,Yes,eYs,DSL,,No,No,No,No,No,Month-to-month,No,,48.8,349.8,0
3688-FTHLT,Female,0.0,No,No,1388.5376145222538,Yes,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,0
0899-LIIBW,Male,0.0,Yes,No,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,0
2568-OIADY,Female,0.0,Yes,No,37.0,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,Yes,Eectronic check,99.5,3762,1
1384-RCUXW,Male,0.0,No,No,16.0,Yes,Yes,Fiber optic,,Yes,No,,No,,Month-to-month,Yes,,,1248.9,0
5825-XJOCM,Male,0.0,No,Yes,48.0,Yes,Ys,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,0
6848-YLDFR,Male,0.0,Yes,Yes,58.0,Yes,No,,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,0
8125-QPFJD,Female,18.37901514654594,Yes,No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,0
2320-YKQBO,,0.0,No,No,7.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,,,19.3,144.95,0
1193-RTSLK,,0.0,No,No,38.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,1
2302-ANTDP,Female,1.0,Yes,No,48.0,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1
5923-GXUOC,Male,0.0,oN,,10.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,,104.4,1081.45,1
4973-RLZVI,Female,0.0,No,No,30.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,0
7869-ZYDST,,0.0,Yes,No,31.0,Yes,Yes,DSL,No,No,,,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,0
4501-UYKBC,Female,1.0,NO,oN,46.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,0
1215-EXRMO,Male,0.0,Yse,No,50.0,Yes,,No,No internet service,No internet service,,No internet service,No internet service,No internet service,,NO,Mailed check,20.55,1067.65,0
2305-MRGLV,Male,0.0,,No,28.0,Yes,No,Fiber optic,No,No,No,YES,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,0
8404-VIOMB,Female,0.0,No,No,66.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,0
5233-GEEAX,Male,1.0,No,,8.0,No,No phone service,DSL,oN,No,Yes,No,,No,Month-to-month,Yes,Electronic check,29.4,221.9,1
2359-KLTEK,Female,0.0,,Yes,41.0,Yes,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848,0
5304-EFJLP,,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,8022.85,0
2673-ZALNP,Female,0.0,No,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,0
9184-GALIL,Female,0.0,Yes,Yes,38.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monht-to-month,No,Mialed check,20.45,781.25,0
4393-RYCRE,Male,0.0,No,No,44.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,,Electronic check,106.05,4510.8,0
9746-MDMBK,Male,0.0,Yes,Yes,47.0,Yes,Yes,Fiber optic,Ys,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),,5317.8,0
3162-ZJZFU,Male,0.0,Yes,Yes,53.0,Yes,NO,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,0
8404-GFGCZ,Male,0.0,Yes,,4.0,Yes,Yes,DSL,,oN,Yes,,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,0
8875-AKBYH,Male,,No,No,20.0,Yes,es,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,0
4432-ADRLB,Male,0.0,,,2.0,Yes,No,DSL,No,No,,,No,No,Month-to-month,No,Mailed check,44.65,74.9,1
0533-UCAAU,Male,1.0,Yes,No,57.0,Yes,Yes,,,Yes,,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,0
1394-SUIUH,Female,1.0,Yes,No,44.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-ot-month,Yes,Electronic check,85.15,3670.5,0
3521-MNKLV,Male,0.0,No,No,24.0,Yes,No,,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,0
2533-TIBIX,Male,0.0,Yes,Yes,15.0,No,No phone service,DSL,Yes,No,No,oN,No,No,Month-to-month,YES,Bank transfer (automatic),30.2,469.65,0
8993-PHFWD,,0.0,No,No,3.0,No,No phone service,DSL,No,No,No,No,No,No,,No,Electronic check,25.25,58.9,1
1565-RHDJD,Female,0.0,No,Yes,1268.5376145222538,Yes,Yes,Fiber optic,No,,Yes,,oN,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,1
7137-RYLPP,,1.0,Yes,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,1
3765-JXVKY,,0.0,No,No,1.0,Yes,No,Fiber optic,No,es,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1
5092-STPKP,Female,0.0,No,No,24.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,NO,Credit card (automatic),56.35,1381.2,0
7330-WZLNC,Female,,No,No,5.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,1
0114-PEGZZ,Female,0.0,No,No,1558.5376145222538,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,0
3359-DSRKA,Female,0.0,Yes,Yes,58.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,Mailed check,19.85,1158.85,0
8639-NHQEI,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,oN,NO,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,0
7161-DFHUF,Female,,Yes,No,71.0,Yes,Yes,No,No internet service,No internet service,No intrenet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,0
3957-LXOLK,Female,1.0,No,No,28.0,Yes,Yes,Fiber optic,No,,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,1
3720-DBRWL,Male,0.0,Yes,No,51.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,,83.85,4037.1,0
6635-MYYYZ,Female,0.0,,No,30.0,Yes,No,DSL,Yes,Yes,Yes,,Yes,Yes,,No,Bank transfer (automatic),85.35,2530.4,1
8565-WUXZU,Male,1.0,Yes,,72.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,0
5281-BUZGT,Male,,No,No,1588.5376145222538,Yes,Ye,Fiber optic,Yes,No,No,,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,1
4994-OBRSZ,Male,0.0,No,Yes,14.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,wTo year,No,Bank transfer (automati),,1054.8,0
0562-FGDCR,Female,0.0,Yes,,72.0,Yes,Yes,DSL,,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,,0
2436-QBZFP,,0.0,Yes,,22.0,No,No phone erice,DSL,No,Yes,No,No,Yes,oN,Month-to-month,No,Electronic check,39.2,849.9,0
3420-YJLQT,Female,0.0,NO,No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,,79.55,151.75,0
6040-CGACY,Female,18.37901514654594,No,No,15.0,Yes,No,No,No internet service,,No internet service,No internet service,,No internet service,Month-to-month,,,19.6,299.4,0
6582-PLFUU,Male,0.0,,Yes,51.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,0
8242-PDSGJ,Male,0.0,Yes,No,70.0,No,,DSL,Yes,No,Yes,Yes,No,No,,,Credit card (automatic),39.15,2692.75,0
0264-CNITK,Female,0.0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,0
0089-IIQKO,Female,,Yes,Yes,39.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,,Credit card (automatic),99.95,3767.4,0
7839-NUIAA,Female,0.0,Yes,Yes,61.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,,3641.5,0
6075-QMNRR,Female,0.0,No,No,52.0,Yes,No,DSL,Yes,No,No,No,No,NO,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,0
5378-IKEEG,Female,0.0,No,No,1.0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,,,35.75,1
5966-EMAZU,Male,18.37901514654594,Yes,NO,,Yes,Yes,Fiber optic,Yes,No,Yes,,,,One year,Yes,Maild check,108.5,6880.85,0
0440-EKDCF,Male,,Yes,No,,Yes,No,DSL,No,YES,Yes,Ys,No,No,Two year,,Credit card (automatic),60.15,3753.2,0
4774-HHGGS,Male,0.0,Yes,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two yea,No,MAILED CHECK,19.05,637.55,0
2718-GAXQD,Female,1.0,,Yes,4.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,,181.6,1
2055-BFOCC,Male,1.0,Yes,No,63.0,Yes,oN,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,0
8180-AKMJV,Female,0.0,No,No,1.0,Yes,No,,No,No,No,oN,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,0
4298-OYIFC,Male,,Yes,No,15.0,Yes,Yes,Fiber optic,No,,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,0
5566-SOEZD,Male,0.0,Yes,Ye,27.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,0
9842-EFSYY,Femael,0.0,No,Yes,4.0,No,No phone service,DSL,Yes,Yes,Yes,oN,Yes,,Month-to-month,Yes,Mailed check,57.2,,0
2272-WUSPA,Female,0.0,YES,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,0
4584-LBNMK,aMle,1.0,Yes,No,45.0,Yes,,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,NO,Credit card (automatic),24.7,1174.35,0
3898-GUYTS,Female,,No,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,eYs,Electronic check,97.05,4385.5,0
0930-EHUZA,Female,0.0,No,No,36.0,Yes,No,DSL,Yes,Yes,Yes,,,,One year,Yes,Mailed check,76.35,2606.35,0
6413-XKKPU,MALE,,Yes,Yes,,Yes,No,Fiber optic,Yes,,Yes,,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,1
9975-SKRNR,Male,0.0,No,No,1.0,Yes,No,,No internet service,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,,18.9,18.9,0
3703-KBKZP,Male,1.0,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,0
1449-XQEMT,Male,0.0,No,,3.0,Yes,No,No,,No internet service,No internet service,No internet service,No nternet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,1
2626-URJFX,Male,0.0,Yes,Yes,4.0,Yes,Yes,DSL,No,,No,,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,1
4973-MGTON,Female,0.0,Yes,No,71.0,Yes,No,DS,,Yes,Yes,Yes,Yes,Yes,Two year,,Credit card (automatic),84.4,5969.3,0
3682-YEUWS,Male,0.0,Yes,,10.0,Yes,Yes,No,,,No internet service,,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,0
1223-UNPKS,Male,,Yes,Yes,20.0,Yes,,,No internet service,,No internet service,No internet service,No internet service,,Two year,No,Mailed check,20.05,400,0
2612-RRIDN,Male,0.0,No,No,4.0,Yes,,Fiber optic,No,No,No,,Yes,oN,Month-to-mont,Yes,Electronic check,81.0,340.85,1
