person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27.0,50000,MORTGAGE,5.0,,A,12000.0,9.32,0.0,0.24,N,8.0
27.0,69996,,1.0,PESONAL,B,6000.0,,0.0,0.09,N,6.0
,70000,RENT,0.0,,B,,9.99,0.0,0.09,N,8.0
27.0,50000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000.0,12.84,0.0,0.2,N,10.0
28.0,70000,RENT,2.0,DEBTCONSOLIDATION,B,6000.0,10.36,0.0,0.09,N,9.0
27.0,50000,OWN,3.0,MEDICAL,,9000.0,12.53,,0.18,N,8.0
31.0,44000,,0.0,EDUCATION,C,12000.0,12.53,1.0,0.27,,6.0
,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,5000.0,10.95,0.0,0.1,N,
30.0,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,1875.0,8.0,0.0,0.04,N,9.0
33.0,44000,MORTGAGE,,DEBTCONSOLIDATION,D,4500.0,14.74,,0.1,,10.0
34.0,70000,RENT,217.32559472570594,EDUCATION,B,6000.0,11.89,0.0,,N,5.0
35.0,50000,MORTGAGE,0.0,EDUCATION,C,5600.0,12.53,,0.11,Y,7.0
28.0,71000,RENT,4.0,MEDICAL,A,6000.0,8.49,0.0,,,10.0
33.0,50000,OWN,1.0,VENTURE,D,12000.0,13.99,0.0,0.24,Y,7.0
27.0,72000,RENT,4.0,DEBTCONSOLIDATION,C,6000.0,15.96,0.0,0.08,N,10.0
,50000,MORTGAGE,11.0,PERSONAL,C,,11.59,0.0,,Y,6.0
32.0,72000,RENT,5.0,VENTURE,A,6000.0,8.49,,0.08,N,10.0
29.0,72000,RENT,1.0,VENTURE,B,6000.0,9.63,0.0,0.08,N,5.0
31.0,72000,,15.0,HOMEIMPROVEMENT,C,6000.0,13.23,0.0,0.08,N,5.0
32.0,50000,,1.0,MEDICAL,B,,10.39,0.0,0.15,N,7.0
31.0,66000,RENT,4.0,DEBTCONSOLIDATION,C,6000.0,14.35,1.0,0.09,N,
28.0,72000,RENT,0.0,MEDICAL,A,6000.0,7.88,0.0,0.08,N,10.0
27.0,66000,RENT,11.0,,D,6000.0,,,0.09,N,8.0
30.0,50000,MORTGAGE,0.0,,C,10000.0,,,0.2,N,9.0
27.0,50000,MORTGAGE,1.0,PERSOANL,A,3000.0,7.68,0.0,0.06,N,5.0
27.0,50000,OWN,7.0,,,8800.0,12.29,0.0,0.18,N,7.0
29.0,74000,RENT,2.0,HOMEIMPROVEMENT,A,6000.0,,0.0,0.08,N,10.0
29.0,50000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,4000.0,10.78,0.0,0.08,N,5.0
27.0,50000,OWN,9.0,EDUCATION,A,3000.0,7.75,0.0,0.06,N,
28.0,50004,OWN,4.0,EDUCATION,A,10000.0,7.49,0.0,0.2,N,5.0
29.0,50004,MORTGAGE,5.0,PERSONAL,A,10000.0,5.99,0.0,0.2,N,5.0
29.0,75000,RENT,2.0,MEDICAL,A,6000.0,8.49,20.65193366464861,0.08,N,6.0
28.0,75000,RENT,0.0,VENTURE,A,6000.0,7.49,0.0,,N,6.0
30.0,75000,RENT,2.0,MEDICAL,C,6000.0,12.68,0.0,0.08,N,
28.0,75000,RENT,4.0,EDUCATION,A,6000.0,6.92,20.65193366464861,0.08,N,6.0
27.0,75000,RENT,11.0,VENTURE,D,6000.0,15.21,0.0,0.08,Y,9.0
27.0,50004,OWN,5.0,MEDICAL,B,10200.0,10.37,0.0,0.2,,10.0
31.0,75000,RENT,2.0,VENTURE,A,6000.0,7.68,0.0,,N,10.0
31.0,59500,RENT,1.0,MEDICAL,B,6000.0,11.71,30.65193366464861,0.09,N,6.0
,76000,RENT,4.0,HOMEIMPROVEMENT,A,6000.0,7.49,0.0,0.08,N,5.0
,76000,RENT,4.0,MEDICAL,B,6000.0,,0.0,0.08,N,10.0
28.0,77385,RENT,3.0,MEDICAL,A,6000.0,7.66,,0.08,N,6.0
608.1938274525821,61628,RENT,,MEDICAL,,6000.0,16.95,1.0,0.08,Y,9.0
29.0,50004,MOTRGAGE,1.0,HOMEIMPROVEMENT,C,1500.0,,0.0,0.03,Y,6.0
32.0,80000,RENT,367.32559472570597,PERSONAL,C,6000.0,,0.0,0.07,Y,261.97373313795515
32.0,80000,RENT,3.0,,B,6000.0,12.69,0.0,0.07,N,7.0
35.0,44004,MORTGAGE,7.0,MEDICAL,B,10000.0,,1.0,0.23,N,7.0
32.0,50004,MORTGAGE,2.0,EDUCATION,C,6250.0,,0.0,0.12,Y,6.0
31.0,80000,,2.0,MEDICAL,A,6000.0,6.03,0.0,0.07,N,10.0
33.0,80000,RENT,10.0,DEBTCONSOLIDATION,A,6000.0,8.49,0.0,0.07,N,6.0
29.0,80000,RENT,3.0,PERSONAL,A,6000.0,6.99,0.0,0.07,N,301.97373313795515
29.0,50004,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000.0,11.58,0.0,9.352991506026523,,7.0
31.0,50004,MORTGAGE,,DEBTCONSOLIDATION,A,10000.0,8.0,0.0,,N,8.0
27.0,81000,RENT,4.0,VETURE,B,6000.0,11.86,0.0,0.07,N,10.0
27.0,81000,,207.32559472570594,VENTURE,A,6000.0,7.14,,,N,9.0
34.0,82000,RENT,3.0,MEDICAL,A,6000.0,8.9,,0.07,N,
29.0,84000,RENT,3.0,,B,6000.0,11.49,0.0,0.07,N,6.0
27.0,50055,MORTGAGE,5.0,,B,465651.2915151717,,0.0,0.3,N,5.0
31.0,78996,RENT,5.0,HOMEIMPROVEMENT,A,6000.0,7.51,1.0,0.08,N,5.0
,50123,MORTGAGE,11.0,,B,2200.0,11.49,0.0,0.04,N,8.0
32.0,85000,RENT,7.0,DEBTCONSOLIDATION,B,,11.71,0.0,,N,5.0
27.0,85000,RENT,11.0,PERSONAL,B,6000.0,,0.0,0.07,N,
27.0,85000,RENT,11.0,DEBTCONSOLIDATION,C,6000.0,13.43,0.0,0.07,,5.0
,50268,MORTGAGE,4.0,PERSONAL,D,12000.0,,0.0,0.24,N,9.0
28.0,44340,MORTGAGE,,PERSONAL,A,2600.0,7.14,,0.06,N,6.0
28.0,50343,OWN,11.0,HOMEIMPROVEMENT,A,22000.0,7.49,0.0,0.44,N,
31.0,87500,RENT,4.0,DEBTCONSOLIDATION,B,6000.0,11.99,0.0,0.07,N,5.0
32.0,44400,MORTGAGE,3.0,EDUCATION,A,15000.0,8.9,1.0,0.34,N,5.0
35.0,88020,RENT,6.0,PERSONAL,D,6000.0,15.37,0.0,0.07,Y,8.0
30.0,89004,,6.0,MEDICAL,C,6000.0,13.16,0.0,0.07,Y,5.0
27.0,89700,RENT,1.0,VENTURE,B,6000.0,11.99,0.0,0.07,N,
27.0,90000,RENT,1.0,VENTURE,B,6000.0,11.71,0.0,0.07,N,8.0
30.0,90000,RNET,,MEDICAL,B,6000.0,10.38,0.0,,N,8.0
,44400,MORTGAGE,10.0,VENTURE,C,4000.0,13.99,1.0,0.09,Y,271.97373313795515
28.0,50400,MORTGAGE,4.0,VENTURE,A,12000.0,,0.0,0.24,N,8.0
30.0,50400,,7.0,PERSONAL,A,,7.29,0.0,0.06,N,6.0
33.0,50400,MORTGAGE,3.0,VENTURE,A,6000.0,6.92,0.0,0.12,N,9.0
29.0,92004,RENT,8.0,EDUCATION,B,6000.0,10.38,0.0,0.07,,10.0
29.0,50400,OW,4.0,EDUCATION,B,9000.0,10.37,0.0,0.18,N,9.0
668.1938274525821,93000,RENT,4.0,PERSONLA,C,6000.0,14.27,0.0,0.06,Y,9.0
28.0,94773,RENT,3.0,HOMEIMPROVEMENT,,6000.0,11.83,,,N,10.0
29.0,95000,RENT,0.0,VENTURE,B,6000.0,11.49,0.0,0.06,N,7.0
27.0,50400,MORTGAGE,,EDUCATION,B,3600.0,8.88,0.0,0.07,N,10.0
27.0,50400,MORTGAGE,9.0,EDUCATION,A,5000.0,7.51,,0.1,N,5.0
34.0,50400,MORTGAGE,297.32559472570597,VENTURE,F,22800.0,,0.0,0.45,N,10.0
33.0,44400,MORTGAGE,3.0,MEDICAL,C,2000.0,14.22,1.0,0.05,Y,6.0
27.0,50400,MORTGAGE,7.0,MEDICAL,A,11000.0,8.94,0.0,0.22,N,5.0
31.0,50402,MORTGAGE,4.0,PERSONAL,C,3000.0,13.22,0.0,0.06,N,9.0
34.0,100000,RENT,,PERSONAL,B,6000.0,271.824613390021,0.0,0.06,N,9.0
27.0,108000,RENT,4.0,DEBTCONSOLIDATION,B,6000.0,,,0.06,N,7.0
31.0,110000,,15.0,,A,6000.0,6.99,,0.05,,6.0
31.0,50600,MORTGAGE,2.0,,A,8500.0,,0.0,,N,7.0
,111280,RENT,3.0,HOMEIMPROVEMENT,,6000.0,9.99,0.0,0.05,N,9.0
28.0,112000,RENT,1.0,HOMEIMPROVEMENT,B,,12.69,0.0,0.05,N,10.0
32.0,114000,RENT,17.0,HOMEIMPROVEMENT,B,6000.0,10.37,0.0,0.05,N,5.0
27.0,115000,RENT,3.0,VENTURE,A,6000.0,7.4,0.0,5.852991506026522,N,5.0
28.0,125004,RENT,12.0,PRESONAL,A,6000.0,7.51,0.0,0.05,N,
29.0,145000,RENT,,EDUCATION,,6000.0,13.8,0.0,0.04,Y,10.0
30.0,155000,RENT,9.0,DEBTCONSOLIDATION,A,6000.0,7.14,0.0,0.04,N,10.0
35.0,165996,RENT,1.0,DEBTCONSOLIDATION,A,6000.0,5.42,,0.04,,10.0
27.0,185000,,2.0,HOMEIMPROVEMENT,A,6000.0,,0.0,0.03,N,10.0
28.0,240000,RENT,2.0,MEDICAL,B,6000.0,11.46,0.0,0.03,N,6.0
34.0,564000,RENT,2.0,MEDICAL,,6000.0,7.14,0.0,,N,5.0
,48000,RENT,6.0,MEDICAL,B,6025.0,10.65,,0.13,N,
32.0,12000,RENT,2.0,DEBTCONSOLIDATION,B,6075.0,12.42,1.0,,N,
29.0,23850,,0.0,PERSONAL,B,6075.0,,0.0,0.25,N,5.0
,44960,MORTGAGE,0.0,,B,5000.0,10.95,1.0,0.11,N,10.0
27.0,40000,,4.0,EDUCATION,C,6125.0,,0.0,0.15,Y,5.0
29.0,70000,,2.0,VENTURE,A,6125.0,7.49,0.0,0.09,N,8.0
32.0,108000,RENT,16.0,,,376901.2915151717,5.99,1.0,0.06,N,
,29400,RENT,0.0,VENTURE,B,6150.0,12.21,0.0,0.21,N,
34.0,51000,MORTGAGE,,PERSONAL,A,6400.0,,0.0,0.13,,6.0
33.0,45000,,17.0,HOMEIMPROVEMENT,A,10800.0,7.51,,0.24,N,8.0
32.0,12000,RENT,2.0,EDUCATION,A,6200.0,6.17,,0.52,N,9.0
28.0,51000,MORTGAGE,12.0,VENTURE,A,8000.0,7.51,0.0,0.16,N,5.0
29.0,51000,OWN,6.0,MEDICAL,A,19750.0,7.49,0.0,0.39,N,8.0
35.0,24996,RENT,2.0,DEBTCONSOLIDATION,B,6200.0,,0.0,0.25,N,5.0
618.1938274525821,51000,MORTGAGE,4.0,PERSONAL,B,2000.0,10.99,0.0,0.04,N,10.0
27.0,51000,MORTGAGE,0.0,EDUCATION,A,7000.0,7.49,0.0,0.14,N,
31.0,28800,RENT,0.0,PERSONAL,,6200.0,12.23,0.0,0.22,N,9.0
29.0,51000,MORTGAGE,12.0,PERSONAL,B,1800.0,,0.0,0.04,N,8.0
27.0,51000,OWN,11.0,PERSONAL,,12000.0,7.49,0.0,0.24,N,7.0
27.0,51000,OWN,11.0,VENTURE,A,18000.0,,,,N,8.0
33.0,45000,MORTGAGE,3.0,HOMEIMPROVEMENT,,8000.0,16.49,1.0,0.18,Y,6.0
30.0,51000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6600.0,6.92,0.0,0.13,N,9.0
31.0,60000,RENT,1.0,MEDICAL,A,6200.0,,0.0,0.1,N,7.0
638.1938274525821,51000,MORTGAGE,1.0,VENTURE,B,10000.0,9.99,0.0,0.2,N,5.0
31.0,20400,RENT,0.0,MEDICAL,B,6225.0,9.76,1.0,,N,9.0
27.0,52000,RENT,0.0,PERSONAL,C,6225.0,14.35,0.0,0.12,N,7.0
28.0,81000,RENT,13.0,,A,6225.0,7.9,0.0,0.08,N,7.0
29.0,51000,MORTGAGE,8.0,PERSONAL,B,25000.0,11.49,0.0,0.49,N,
29.0,18000,,4.0,HOMEIMPROVEMENT,B,6250.0,,1.0,0.35,N,
32.0,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000.0,11.36,0.0,0.29,N,9.0
28.0,21000,RENT,6.0,EDUCATION,A,,7.9,0.0,8.352991506026523,N,7.0
27.0,23004,,1.0,MEDICAL,B,6250.0,10.38,0.0,0.27,,6.0
30.0,51000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,15000.0,12.73,0.0,0.29,Y,5.0
33.0,51000,MORTGAGE,12.0,MEDICAL,A,7200.0,6.76,0.0,0.14,N,5.0
27.0,51000,OWN,3.0,HOMEIMPROVEMENT,A,3500.0,7.88,0.0,,N,5.0
29.0,55400,,2.0,HOMEIMPROVEMENT,,7000.0,10.28,0.0,0.13,Y,261.97373313795515
28.0,49900,RNT,6.0,HOMEIMPROVEMENT,C,,,,0.14,N,291.97373313795515
,56000,RENT,4.0,MEDICAL,A,7000.0,7.29,0.0,0.13,N,281.97373313795515
27.0,57000,RENT,0.0,,,7000.0,11.71,0.0,0.12,N,8.0
30.0,45000,MORTAGGE,,PERSONAL,D,10000.0,,1.0,0.22,,6.0
27.0,58000,RNET,11.0,VENTURE,A,7000.0,,0.0,0.12,N,9.0
32.0,60000,RENT,7.0,HOMEIMPROVEMENT,A,7000.0,,0.0,0.12,N,8.0
28.0,51150,MORTGAGE,,,A,,9.63,,0.14,,301.97373313795515
29.0,45200,MORTGAGE,7.0,MEDICAL,D,6000.0,16.49,1.0,0.13,Y,10.0
27.0,60000,RENT,8.0,VENTURE,A,,6.99,0.0,0.12,N,10.0
27.0,51267,MORTGAGE,8.0,EDUCATION,,4000.0,7.68,0.0,0.08,,10.0
31.0,51320,OWN,1.0,MEDICAL,C,5000.0,11.97,0.0,0.1,Y,9.0
588.1938274525821,60000,RENT,3.0,,F,7000.0,19.47,0.0,,N,7.0
27.0,51456,OWN,3.0,PERSONAL,B,8000.0,10.62,0.0,,N,
30.0,62000,RENT,1.0,MEDICAL,C,7000.0,14.27,0.0,,Y,5.0
,62000,,17.0,VENTURE,A,7000.0,6.99,0.0,0.11,N,9.0
608.1938274525821,51540,MORTGAGE,3.0,,A,4000.0,5.79,0.0,6.152991506026522,N,
30.0,56400,RENT,1.0,DEBTCONSOLIDATION,,7000.0,11.49,1.0,0.12,N,9.0
29.0,56500,RENT,3.0,MEDICAL,B,7000.0,,1.0,0.12,N,8.0
27.0,51600,MORTGAGE,12.0,MEDICAL,A,6000.0,8.9,0.0,0.12,N,9.0
28.0,64000,RENT,13.0,MEDICAL,B,7000.0,10.59,0.0,,N,6.0
29.0,64000,RENT,3.0,DEBTCONSOLIDATION,A,7000.0,,0.0,0.11,N,6.0
,51600,MORTGAGE,,EDUCATION,D,,15.28,0.0,0.24,N,7.0
28.0,65000,RENT,3.0,HOMEIMPROVEMENT,B,,12.69,0.0,0.11,,10.0
27.0,51600,MORTGAGE,5.0,DEBTCONSOLIDATION,A,,6.91,0.0,0.21,N,8.0
30.0,65000,RENT,14.0,DEBTCONSOLIDATION,C,7000.0,13.49,0.0,0.11,,8.0
28.0,65000,RENT,3.0,HOMEIMPROVEMENT,A,7000.0,8.49,0.0,0.11,N,6.0
34.0,51621,,5.0,,B,3500.0,276.824613390021,0.0,0.07,N,6.0
588.1938274525821,65000,RENT,5.0,PERSONAL,E,7000.0,16.82,0.0,0.11,,9.0
33.0,65000,RENT,,DEBTCONSOLIDATION,C,7000.0,14.26,0.0,0.11,N,10.0
27.0,65000,,,VENTURE,C,7000.0,13.57,0.0,0.11,N,7.0
30.0,51750,OWN,5.0,VENTURE,B,,273.324613390021,0.0,0.23,N,10.0
,51888,MORTGAGE,13.0,PERSONAL,C,7000.0,13.98,0.0,0.13,N,10.0
,51996,MORTGAGE,5.0,,A,3200.0,6.99,0.0,0.06,N,10.0
28.0,61350,RENT,12.0,DEBTCONSOLIDATION,C,7000.0,12.98,1.0,0.11,Y,8.0
27.0,51996,OWN,8.0,DEBTCONSOLIDATION,D,9600.0,14.09,,0.18,N,9.0
35.0,51996,OWN,16.0,VENTURE,A,,6.17,0.0,0.04,N,8.0
33.0,51996,MORTGAGE,3.0,DEBTCONSOLIDATION,B,14000.0,8.88,0.0,0.27,N,9.0
33.0,68508,RENT,17.0,MEDICAL,,7000.0,8.0,,6.352991506026522,N,6.0
,70000,,6.0,EDUCATION,A,7000.0,7.74,0.0,0.1,N,6.0
28.0,51996,,4.0,PERSONAL,A,5000.0,,0.0,0.1,N,7.0
28.0,72000,RENT,2.0,MEDICAL,B,7000.0,,0.0,0.1,N,7.0
29.0,72500,RENT,1.0,PERSONAL,A,7000.0,7.29,0.0,0.1,N,5.0
,73000,RENT,2.0,VENTURE,A,7000.0,7.9,0.0,0.1,N,7.0
29.0,75000,,2.0,HOMEIMPROVEMENT,B,7000.0,11.71,0.0,0.09,N,
638.1938274525821,75000,RENT,2.0,PERSONAL,C,,12.61,0.0,,N,6.0
30.0,78000,,12.0,PERSONAL,A,7000.0,6.54,0.0,0.09,,5.0
,52000,OWN,6.0,HOMEIMPROVEMENT,B,14000.0,12.42,0.0,0.27,N,10.0
33.0,61200,RENT,237.32559472570594,MEDICAL,D,7000.0,14.96,,0.1,Y,8.0
35.0,80000,RENT,,,A,7000.0,7.29,0.0,,N,8.0
31.0,52000,,7.0,DEBTCONSOLIDATION,A,5000.0,7.51,0.0,0.1,N,8.0
32.0,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,20000.0,,0.0,0.38,N,9.0
27.0,52000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,,8.9,0.0,0.15,N,10.0
,46000,MORTGAGE,,PERSONAL,B,,9.91,,0.31,N,6.0
31.0,81000,RENT,8.0,VENTURE,C,7000.0,13.61,0.0,0.09,Y,8.0
28.0,52000,MORTGAGE,11.0,MEDICAL,A,6000.0,,0.0,6.5529915060265225,N,5.0
35.0,52000,MORTGAGE,,DEBTCONSOLIDATION,A,7000.0,6.03,0.0,0.13,N,5.0
33.0,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,,1800.0,7.51,0.0,0.03,,5.0
35.0,84175,RENT,4.0,EDUCATION,A,7000.0,7.29,,0.08,N,8.0
31.0,29640,RENT,4.0,DEBTCONSOLIDATION,D,6250.0,14.96,1.0,0.21,N,7.0
29.0,52000,MORTGAGE,,MEDICAL,A,5000.0,5.42,0.0,0.1,N,7.0
588.1938274525821,52000,MORTGAGE,4.0,,A,8000.0,6.99,0.0,0.15,N,8.0
29.0,52000,OWN,0.0,VENTURE,,16000.0,,0.0,0.31,N,8.0
30.0,90000,RENT,1.0,MEDICAL,B,7000.0,9.25,0.0,0.08,N,8.0
32.0,52000,MORTGAGE,1.0,VENTURE,A,1000.0,231.82461339002103,,0.02,N,7.0
28.0,90000,RENT,5.0,DEBTCONSOLIDATION,C,7000.0,12.87,0.0,0.08,Y,10.0
35.0,90000,RENT,0.0,MEDICAL,A,7000.0,,0.0,0.08,N,10.0
31.0,46000,MORTGAGE,5.0,,C,8000.0,296.824613390021,1.0,0.17,,5.0
29.0,92000,RENT,5.0,VENTURE,A,7000.0,9.32,,0.08,N,10.0
33.0,94000,RENT,4.0,,B,7000.0,11.49,0.0,0.07,N,10.0
27.0,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000.0,,0.0,0.12,,8.0
31.0,52000,,6.0,,A,10000.0,8.49,0.0,0.19,N,5.0
28.0,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2800.0,10.99,0.0,0.05,N,8.0
30.0,52000,MORTGAGE,4.0,EDUCATION,C,4200.0,,,,Y,6.0
33.0,97000,RENT,4.0,HOMEIMPROVEMENT,C,7000.0,12.98,0.0,0.07,N,5.0
29.0,99000,RENT,1.0,,B,7000.0,11.11,0.0,,,10.0
34.0,105000,RENT,3.0,MEDICAL,A,7000.0,9.63,0.0,0.07,N,10.0
35.0,108000,RENT,1.0,PERSONAL,B,7000.0,,0.0,,N,271.97373313795515
29.0,52000,MORTGAGE,6.0,VENTURE,D,12000.0,15.65,0.0,0.23,N,8.0
27.0,52000,MORTGAGE,5.0,PERSONAL,A,10000.0,7.29,0.0,0.19,,7.0
28.0,112200,RENT,11.0,MEDICAL,C,7000.0,11.66,0.0,0.06,Y,7.0
32.0,108000,RENT,3.0,HOMEIMPROVEMENT,D,7000.0,16.29,1.0,0.06,Y,6.0
30.0,108000,,0.0,EDUCATION,D,,14.42,1.0,5.952991506026522,Y,8.0
30.0,52000,MORTGAGE,4.0,,B,462401.2915151717,9.63,,0.28,N,8.0
31.0,123000,RENT,2.0,VENTURE,A,7000.0,8.49,0.0,,N,
35.0,125000,,6.0,DEBTCONSOLIDATION,C,7000.0,13.06,0.0,0.06,Y,5.0
29.0,52000,MORTGAGE,6.0,MEDICAL,B,,10.36,,0.15,N,9.0
35.0,218000,RENT,4.0,DEBTCONSOLIDATION,D,7000.0,14.11,1.0,0.03,Y,291.97373313795515
35.0,52000,OWN,3.0,VENTURE,B,10400.0,9.99,,0.2,N,7.0
27.0,52000,MORTGAGE,8.0,VENTURE,C,,12.98,,0.03,N,8.0
27.0,32200,RENT,1.0,EDUCATION,E,6300.0,16.45,1.0,0.2,N,
32.0,49000,RENT,16.0,MEDICAL,B,6300.0,9.91,0.0,0.13,N,8.0
30.0,54000,,1.0,EDUCATION,,6300.0,10.0,0.0,,N,
32.0,52000,OWN,14.0,VENTURE,A,15000.0,6.91,0.0,0.29,N,6.0
29.0,54380,RENT,4.0,VENTURE,B,6300.0,10.75,0.0,0.12,N,10.0
29.0,46000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,4800.0,280.52461339002105,1.0,0.1,N,9.0
,61000,RENT,3.0,VENTURE,C,6300.0,13.61,0.0,0.1,Y,
31.0,83000,RENT,5.0,PERSONAL,B,6300.0,10.65,0.0,0.08,,5.0
29.0,52000,OWN,,VENTURE,C,1000.0,13.23,0.0,0.02,N,8.0
31.0,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6400.0,7.88,0.0,0.12,N,
27.0,52000,MORTGAGE,,PERSONAL,A,11500.0,7.14,20.65193366464861,7.5529915060265225,N,9.0
32.0,38000,RENT,3.0,VENTURE,A,6350.0,5.79,,0.17,N,
28.0,52000,MORTGAGE,10.0,EDUCATION,A,13600.0,7.88,0.0,0.26,N,7.0
27.0,16800,RENT,3.0,DEBTCONSOLIDATION,B,6500.0,11.99,1.0,0.39,N,8.0
32.0,52000,MORTGAGE,3.0,MEDICAL,C,,14.35,0.0,0.19,Y,8.0
33.0,52000,MORTGAGE,1.0,EDUCATION,C,12000.0,13.85,0.0,0.23,N,5.0
27.0,20000,RENT,0.0,PERSONAL,D,6500.0,15.65,1.0,0.33,N,8.0
33.0,21000,RENT,0.0,PERSONAL,A,,7.66,1.0,0.31,N,6.0
,21600,RENT,2.0,EDUCATION,C,6500.0,,0.0,0.3,N,10.0
27.0,21840,RENT,0.0,VENTURE,E,6500.0,,1.0,0.3,N,7.0
,23000,RENT,3.0,PERSONAL,C,6500.0,14.72,0.0,0.28,N,10.0
35.0,23000,RENT,13.0,MEDICAL,A,6500.0,8.63,0.0,0.28,,6.0
29.0,26004,RENT,0.0,EDUCATION,,6500.0,11.91,0.0,0.25,N,10.0
29.0,26400,RENT,2.0,VENTURE,B,6500.0,10.38,0.0,0.25,N,10.0
33.0,30000,RENT,0.0,PERSONAL,A,6500.0,8.49,20.65193366464861,0.22,,5.0
30.0,52000,MORTGAGE,7.0,PERSONAL,D,5500.0,14.96,0.0,0.11,Y,10.0
34.0,52000,MORTGAGE,15.0,PERSONAL,B,8000.0,11.14,0.0,0.15,N,7.0
27.0,29000,,0.0,EDUCATION,D,6500.0,,1.0,0.22,N,8.0
,30000,,4.0,HOMEIMRPOVEMENT,D,6500.0,15.65,1.0,0.22,Y,6.0
29.0,37000,RENT,1.0,MEDICAL,B,6500.0,,0.0,,N,8.0
30.0,38000,RENT,2.0,EDUCATION,A,6500.0,7.14,0.0,0.17,N,9.0
34.0,38400,RENT,1.0,MEDICAL,B,6500.0,9.91,0.0,0.17,,
27.0,46000,MORTGAGE,2.0,PERSONAL,C,4000.0,12.53,1.0,6.252991506026522,Y,9.0
28.0,52000,MORTGAGE,0.0,,A,7500.0,9.32,,0.14,N,6.0
31.0,52000,MORTGAGE,15.0,PERSONAL,B,15200.0,12.21,0.0,0.29,N,8.0
28.0,39520,RENT,0.0,VENTURE,B,6500.0,11.89,,0.16,N,6.0
27.0,39996,RENT,4.0,VENTURE,A,6500.0,9.63,0.0,0.16,N,7.0
30.0,52000,MORTGAGE,,EDUCATION,C,,,0.0,0.11,N,10.0
28.0,40000,RENT,1.0,MEDICAL,B,6500.0,10.74,0.0,0.16,N,6.0
27.0,46000,MORTGAGE,11.0,EDUCATION,A,8725.0,9.32,1.0,,N,9.0
27.0,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000.0,11.89,,0.13,N,8.0
33.0,41000,RENT,2.0,,A,6500.0,7.51,0.0,0.16,N,7.0
31.0,52000,MORTGAGE,0.0,VENTURE,B,25000.0,10.71,0.0,0.48,N,7.0
30.0,52000,,9.0,PERSONAL,D,9000.0,,0.0,0.17,Y,6.0
30.0,52000,MORTGAGE,2.0,PERSONAL,C,18500.0,10.91,0.0,0.36,N,7.0
27.0,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000.0,7.75,0.0,0.1,N,7.0
31.0,42500,RENT,3.0,MEDICAL,A,6500.0,7.29,0.0,0.15,N,
34.0,36500,RENT,,DEBTCONSOLIDATION,D,6500.0,15.65,1.0,0.18,N,10.0
27.0,45000,RENT,4.0,PERSONAL,B,6500.0,10.99,0.0,0.14,N,8.0
28.0,52260,MORTGAGE,4.0,EDUCATION,A,9000.0,7.51,0.0,0.17,N,7.0
29.0,50000,RENT,1.0,MEDICAL,C,6500.0,15.96,0.0,0.13,N,7.0
32.0,50000,RENT,3.0,VENURE,D,6500.0,16.32,0.0,0.13,Y,10.0
31.0,50000,RENT,8.0,DEBTCONSOLIDATION,A,6500.0,255.72461339002103,0.0,0.13,N,5.0
32.0,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,C,7000.0,12.99,0.0,0.13,N,9.0
33.0,56000,RENT,1.0,EDUCATION,A,6500.0,6.76,0.0,0.12,N,6.0
32.0,52500,MORTGAGE,15.0,DEBTCONSOLIDATION,,9500.0,6.92,0.0,0.18,,7.0
33.0,54000,RENT,1.0,DEBTONSOLIDATION,D,6500.0,14.96,1.0,0.12,Y,7.0
29.0,46500,MORTGAGE,1.0,EDUCATION,D,11000.0,12.99,30.65193366464861,0.24,Y,
,52524,MORTGAGE,11.0,MEDICAL,A,,9.32,0.0,0.18,,7.0
27.0,63360,RENT,1.0,,B,380651.2915151717,9.99,,0.1,,8.0
28.0,59000,RENT,,HOMEIMPROVEMENT,E,6500.0,16.35,,0.11,N,
33.0,67000,,1.0,VENTURE,A,6500.0,7.74,20.65193366464861,,N,5.0
30.0,67275,RENT,4.0,HOMEIMPROVEMENT,A,6500.0,8.94,0.0,0.1,N,7.0
27.0,68000,RNET,0.0,DEBTCONSOLIDATION,A,6500.0,7.51,0.0,0.1,N,
27.0,69476,RENT,,VENTURE,A,6500.0,6.17,0.0,0.09,N,7.0
